Security Code,Security Name,Category of person,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Price,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Exchange on which the Trade was executed,Reported to Exchange
543397,Sapphire Foods India Ltd,Designated Person,502,692760,,Disposal,NSE,14-Jun-23
543397,Sapphire Foods India Ltd,Immediate Relative,43,59340,,Disposal,NSE,14-Jun-23
543397,Sapphire Foods India Ltd,Immediate Relative,42,60900,,Disposal,NSE,14-Jun-23
543397,Sapphire Foods India Ltd,KMP,723,1012200,,Disposal,NSE,14-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,553,743785,,Disposal,NSE,13-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,3004,4311131,,Disposal,NSE,9-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,15000,21503250,,Disposal,NSE,9-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,2500,3600000,,Disposal,NSE,7-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,500,715000,,Disposal,NSE,7-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,995,1442750,,Disposal,NSE,5-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,301,436631,,Disposal,NSE,5-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,3154,4507098,,Disposal,NSE,5-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,2000,2900000,,Disposal,NSE,2-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,756,1081080,,Disposal,NSE,2-Jun-23
543397,Sapphire Foods India Ltd,Designated Person,8000,10744000,,Disposal,NSE,31-May-23
543397,Sapphire Foods India Ltd,Designated Person,345,457125,,Disposal,NSE,30-May-23
543397,Sapphire Foods India Ltd,Designated Person,36,48492,,Disposal,NSE,29-May-23
543397,Sapphire Foods India Ltd,Designated Person,2086,2775277,,Disposal,NSE,29-May-23
543397,Sapphire Foods India Ltd,Designated Person,1636,2213508,,Disposal,NSE,26-May-23
543397,Sapphire Foods India Ltd,Director,40000,53004400,,Disposal,NSE,25-May-23
543397,Sapphire Foods India Ltd,Designated Person,3000,3966000,,Disposal,NSE,25-May-23
543397,Sapphire Foods India Ltd,Director,9327,12077982,,Disposal,NSE,24-May-23
543397,Sapphire Foods India Ltd,Designated Person,10000,13180300,,Disposal,NSE,24-May-23
543397,Sapphire Foods India Ltd,Designated Person,8313,10805819,,Disposal,NSE,23-May-23
543397,Sapphire Foods India Ltd,Designated Person,21687,28253390,,Disposal,NSE,23-May-23
543397,Sapphire Foods India Ltd,Director,5000,6479850,,Disposal,NSE,23-May-23
543397,Sapphire Foods India Ltd,Director,673,871797,,Disposal,NSE,23-May-23
543397,Sapphire Foods India Ltd,Designated Person,50000,66279000,,Disposal,NSE,22-May-23
543397,Sapphire Foods India Ltd,Designated Person,1756,2291580,,Disposal,NSE,22-May-23
543397,Sapphire Foods India Ltd,Designated Person,2000,2590000,,Disposal,NSE,18-May-23
543397,Sapphire Foods India Ltd,Designated Person,16000,20734400,,Disposal,NSE,18-May-23
543397,Sapphire Foods India Ltd,Designated Person,2000,2610000,,Disposal,NSE,18-May-23
526885,SARLA PERFORMANCE FIBERS LTD.-$,Promoter & Director,1955000,0,0,Acquisition,NA,5-Jul-23
543688,Sarveshwar Foods Ltd,Promoter,300000,24360000,81.2,Acquisition,NA,2-Jun-23
532663,Sasken Technologies Ltd,Promoter Group,400,384283,960.7075,Disposal,NSE,27-Jul-23
532663,Sasken Technologies Ltd,Promoter Group,780,799078,1024.458974,Acquisition,NSE,27-Jul-23
539201,Satia Industries Ltd,Promoter,65000,7507500,,Acquisition,NSE,29-Jun-23
539201,Satia Industries Ltd,Promoter,200000,23300000,,Acquisition,NSE,27-Jun-23
539201,Satia Industries Ltd,Promoter,125000,14125000,,Acquisition,NSE,22-Jun-23
539201,Satia Industries Ltd,Promoter,135000,15491250,,Acquisition,NSE,21-Jun-23
539201,Satia Industries Ltd,Promoter,150000,16950000,,Acquisition,NSE,21-Jun-23
501423,SHAILY ENGINEERING PLASTICS LTD.,Promoter & Director,200000,2,0.00001,Disposal,NA,10-May-23
501423,SHAILY ENGINEERING PLASTICS LTD.,Promoter Group,200000,2,0.00001,Acquisition,NA,10-May-23
531431,SHAKTI PUMPS (INDIA) LTD.-$,Promoter Group,15000,6328463,,Acquisition,NSE,9-May-23
533301,SHEKHAWATI POLY-YARN LTD.,Promoter Group,15249255,6862165,0.450000016,Acquisition,NA,17-Jun-23
533301,SHEKHAWATI POLY-YARN LTD.,Promoter Group,15249255,6862165,0.450000016,Disposal,NA,17-Jun-23
530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Promoter Group,12500,0,0,Disposal,NA,1-Jul-23
530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Promoter Group,12500,0,0,Acquisition,NA,1-Jul-23
532638,SHOPPERS STOP LTD.,Designated Person,691,132672,192,Acquisition,NA,6-Jun-23
532638,SHOPPERS STOP LTD.,Designated Person,12736,2216064,174,Acquisition,NA,6-Jun-23
532638,SHOPPERS STOP LTD.,Designated Person,5000,3985343,,Disposal,NSE,30-Jun-23
532638,SHOPPERS STOP LTD.,KMP,1500,1202157,,Disposal,NSE,30-Jun-23
532638,SHOPPERS STOP LTD.,Designated Person,7000,5651454,,Disposal,NSE,26-Jun-23
532638,SHOPPERS STOP LTD.,Designated Person,2753,2227177,,Disposal,NSE,26-Jun-23
532638,SHOPPERS STOP LTD.,Designated Person,7433,5958174,,Disposal,NSE,26-Jun-23
532638,SHOPPERS STOP LTD.,Designated Person,6000,4789513,,Disposal,NSE,26-Jun-23
532638,SHOPPERS STOP LTD.,KMP,402,321942,,Disposal,NSE,26-Jun-23
532638,SHOPPERS STOP LTD.,KMP,3000,2406904,,Disposal,NSE,26-Jun-23
532638,SHOPPERS STOP LTD.,KMP,3000,2337300,,Disposal,NSE,14-Jun-23
532638,SHOPPERS STOP LTD.,Promoter & Director,10000,7818385,,Acquisition,NSE,9-Jun-23
532638,SHOPPERS STOP LTD.,Director,10000,7705704,,Disposal,NSE,9-Jun-23
538795,Shree Ajit Pulp And Paper Ltd,Promoter,28500,7580145,265.97,Acquisition,NA,12-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,15000,240000,16,Acquisition,NA,17-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,50000,800000,16,Acquisition,NA,17-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,160000,16,Acquisition,NA,17-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,30000,480000,16,Acquisition,NA,17-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,17500,280000,16,Acquisition,NA,17-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,7572,599324,,Disposal,NSE,3-Jul-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,20000,1631600,,Disposal,NSE,26-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,500000,42076878,,Disposal,NSE,23-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,200000,17217816,,Disposal,NSE,21-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,300000,25548251,,Disposal,NSE,21-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,854900,,Disposal,NSE,16-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,40000,3464000,,Disposal,NSE,16-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,859300,,Disposal,NSE,16-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,37708,3165337,,Disposal,NSE,16-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,9850,848516,,Disposal,NSE,16-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,500000,42468992,,Disposal,NSE,16-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,5000,422450,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,30000,2546100,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,855000,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,846000,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,25000,2127500,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,57157,4678088,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,159467,13215082,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,851000,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,850000,,Disposal,NSE,14-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5000,417200,,Disposal,NSE,13-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,2500,207000,,Disposal,NSE,13-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,500,41839,,Disposal,NSE,13-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,823000,,Disposal,NSE,13-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,30000,2476500,,Disposal,NSE,13-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,20000,1645600,,Disposal,NSE,13-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,423612,35239600,,Disposal,NSE,11-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,190000,15892204,,Disposal,NSE,11-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,3000,258000,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5000,416050,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,107056,8940401,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4900,409150,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5000,425000,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,2500,212500,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4500,373500,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4990,424150,,Disposal,NSE,8-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,185276,15360262,,Disposal,NSE,6-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,845000,,Disposal,NSE,6-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,3000,249800,,Disposal,NSE,6-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,835000,,Disposal,NSE,6-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,30000,2484600,,Disposal,NSE,6-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,330637,27374225,,Disposal,NSE,3-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,820600,,Disposal,NSE,3-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,342976,28507004,,Disposal,NSE,1-Jun-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,2000,170800,,Disposal,NSE,31-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,853350,,Disposal,NSE,31-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,20000,1699300,,Disposal,NSE,31-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5000,399846,,Disposal,NSE,31-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5000,420000,,Disposal,NSE,31-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,20000,1715517,,Disposal,NSE,31-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10600,912469,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,20000,1687700,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5000,404500,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,9900,836796,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4900,411894,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,5256,451572,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,10000,862000,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,859500,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,5000,432500,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,5000,426500,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,4500,386275,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,3000,259010,,Disposal,NSE,27-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,2000,154000,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4500,362747,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4900,411885,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4500,360000,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4000,297365,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,14394,1211711,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,3000,253500,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,35000,2933800,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,842500,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,5000,422082,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,4872,376823,,Disposal,NSE,23-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4010,303156,,Disposal,NSE,20-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,3750,249581,,Disposal,NSE,20-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4900,374605,,Disposal,NSE,20-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Designated Person,4990,366366,,Disposal,NSE,20-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,10000,801000,,Disposal,NSE,20-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,KMP,20000,1617400,,Disposal,NSE,20-May-23
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Immediate Relative,177148,13392085,,Disposal,NSE,10-May-23
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,Promoter,804500,8045000,10,Acquisition,NA,26-Jul-23
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,Promoter,99999350,99999350,1,Disposal,NA,26-Jul-23
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,Connected Person,858134,8581340,10,Acquisition,NA,26-Jul-23
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,Connected Person,858134,106666056,124.2999998,Disposal,NA,26-Jul-23
543419,Shriram Properties Ltd,Other,24259615,1335491806,,Disposal,NSE,1-Jun-23
539252,Shyam Century Ferrous Ltd,Director,3825790,0,0,Pledge,NA,27-Jun-23
543525,Silver Touch Technologies Ltd,Directors Immediate Relative,110,38006,,Acquisition,NSE,8-May-23
543525,Silver Touch Technologies Ltd,Directors Immediate Relative,1113,375916,,Disposal,NSE,8-May-23
540679,SMS Lifesciences India Ltd,Immediate Relative,2457,1350000,,Disposal,NSE,22-Jun-23
540679,SMS Lifesciences India Ltd,Immediate Relative,5169,3163000,,Disposal,NSE,26-May-23
532815,SMS PHARMACEUTICALS LTD.,Promoter Group,20000,1875398,,Acquisition,NSE,21-Jun-23
532784,Sobha Limited,Promoter,6700000,3879970000,579.1,Revoke,NA,27-Jul-23
541540,Solara Active Pharma Sciences Ltd,Promoter Group,200000,73935000,,Disposal,NSE,28-Jun-23
541540,Solara Active Pharma Sciences Ltd,Promoter Group,200000,74495068,,Disposal,NSE,28-Jun-23
541540,Solara Active Pharma Sciences Ltd,Promoter Group,200000,73330140,,Disposal,NSE,27-Jun-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,3000,1115667,,Disposal,NSE,27-Jun-23
541540,Solara Active Pharma Sciences Ltd,Director,14826,5475104,,Disposal,NSE,27-Jun-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,100,36900,,Disposal,NSE,27-Jun-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,13625,5059679,,Disposal,NSE,22-Jun-23
541540,Solara Active Pharma Sciences Ltd,Director,10500,3720150,,Disposal,NSE,10-Jun-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,10000,3594626,,Disposal,NSE,29-May-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,2000,576095,,Disposal,NSE,19-May-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,5000,1844033,,Disposal,NSE,19-May-23
541540,Solara Active Pharma Sciences Ltd,Directors Immediate Relative,25258,9317179,,Disposal,NSE,19-May-23
511571,SOM DATT FINANCE CORPORATION LTD.,Director,3397459,115098400,33.87778925,Disposal,NA,25-Jul-23
511571,SOM DATT FINANCE CORPORATION LTD.,Director,3542191,120001600,33.8777892,Disposal,NA,25-Jul-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,15000,2100000,140,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,125000,17500000,140,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,4,560,140,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,53500,7490000,140,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,1447500,202650000,140,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,400500,56070000,140,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,KMP,6000,676200,112.7,Acquisition,NA,25-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,20000,5310378,,Acquisition,NSE,30-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,20000,5293547,,Acquisition,NSE,21-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2424647,,Acquisition,NSE,15-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2462092,,Acquisition,NSE,13-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2492451,,Acquisition,NSE,8-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2677264,,Acquisition,NSE,7-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2404683,,Acquisition,NSE,5-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2294450,,Acquisition,NSE,2-Jun-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,2247974,,Acquisition,NSE,30-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10500,2300129,,Acquisition,NSE,26-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,1786732,,Acquisition,NSE,17-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,257696,10066399,,Acquisition,NSE,8-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,135923,4005449,,Acquisition,NSE,5-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,1819981,,Acquisition,NSE,5-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,KMP,1170,28154,,Acquisition,NSE,4-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,109500,2722761,,Acquisition,NSE,4-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,82250,1971679,,Acquisition,NSE,3-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,5250,146433,,Acquisition,NSE,3-May-23
507514,SOM DISTILLERIES & BREWERIES LTD.,Promoter,10000,1763942,,Acquisition,NSE,2-May-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,40000,1141169,28.529225,Acquisition,NA,4-Jul-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,47729,1381280,28.94005741,Acquisition,NA,29-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,29961,859853,28.69907546,Acquisition,NA,29-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,84500,2344184,27.74182249,Acquisition,NA,26-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,64000,1801857,28.15401563,Acquisition,NA,22-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,55000,1575036,28.63701818,Acquisition,NA,22-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,76500,2142332,28.00433987,Acquisition,NA,22-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,10150,295961,29.15871921,Acquisition,NA,22-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,94300,2779549,29.47559915,Acquisition,NA,22-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,124700,3603663,28.89866079,Acquisition,NA,14-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,120000,3116733,25.972775,Acquisition,NA,14-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,157300,6465887,41.10544819,Acquisition,NA,14-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,24550,684561,27.88435845,Acquisition,NA,14-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,206000,5670072,27.52462136,Acquisition,NA,14-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,178760,5093077,28.49114455,Acquisition,NA,12-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,35254,969754,27.50763034,Acquisition,NA,10-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,123023,2886756,23.46517318,Acquisition,NA,7-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,112415,2301859,20.47643998,Acquisition,NA,1-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,76500,2142332,,Acquisition,,21-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,12000,345142,,Acquisition,,14-Jun-23
521034,SOMA TEXTILES & INDUSTRIES LTD.,Promoter Group,145300,4120745,,Acquisition,,14-Jun-23
532221,SONATA SOFTWARE LTD.,Promoter Group,1914665,0,0,Acquisition,NA,13-Jul-23
532221,SONATA SOFTWARE LTD.,Designated Person,3000,1503930,,Acquisition,NSE,18-Jul-23
532221,SONATA SOFTWARE LTD.,Designated Person,3333,1670866,,Acquisition,NSE,13-Jul-23
532221,SONATA SOFTWARE LTD.,Designated Person,1500,1541138,,Disposal,NSE,28-Jun-23
532221,SONATA SOFTWARE LTD.,Designated Person,13333,7496479,,Acquisition,NSE,27-Jun-23
532221,SONATA SOFTWARE LTD.,Designated Person,4500,2538405,,Acquisition,NSE,13-Jun-23
532221,SONATA SOFTWARE LTD.,Designated Person,8000,2127040,,Acquisition,NSE,6-Jun-23
532221,SONATA SOFTWARE LTD.,Designated Person,2130,2002200,,Disposal,NSE,26-May-23
532221,SONATA SOFTWARE LTD.,Designated Person,3500,3235037,,Disposal,NSE,26-May-23
532221,SONATA SOFTWARE LTD.,Designated Person,3000,2797386,,Disposal,NSE,24-May-23
532221,SONATA SOFTWARE LTD.,Designated Person,2500,2328762,,Disposal,NSE,24-May-23
532221,SONATA SOFTWARE LTD.,Employee,5333,4876348,,Disposal,NSE,23-May-23
534425,SPECIALITY RESTAURANTS LTD.,Promoter & Director,500000,113493343,,Disposal,NSE,3-Jun-23
539221,Sportking India Ltd,Designated Person,1398,1144938,,Disposal,NSE,22-Jun-23
539221,Sportking India Ltd,Directors Immediate Relative,3000,2454241,,Disposal,NSE,17-Jun-23
539221,Sportking India Ltd,Directors Immediate Relative,900,700302,,Disposal,NSE,17-Jun-23
539221,Sportking India Ltd,Directors Immediate Relative,473,371524,,Disposal,NSE,15-Jun-23
539221,Sportking India Ltd,Directors Immediate Relative,740,580534,,Disposal,NSE,15-Jun-23
540575,Star Cement Ltd,Promoter & Director,50000,0,0,Acquisition,NA,13-Jun-23
540575,Star Cement Ltd,Trust,145000,20680245,,Acquisition,NSE,29-Jun-23
540575,Star Cement Ltd,Promoter Group,76206,10754864,,Disposal,NSE,29-Jun-23
540575,Star Cement Ltd,Directors Immediate Relative,144236,20511260,,Disposal,NSE,29-Jun-23
540575,Star Cement Ltd,Promoter Group,5000,716541,,Disposal,NSE,27-Jun-23
540575,Star Cement Ltd,Trust,105000,14891015,,Acquisition,NSE,26-Jun-23
540575,Star Cement Ltd,Immediate Relative,105000,14864288,,Disposal,NSE,26-Jun-23
540575,Star Cement Ltd,Promoter Group,10000,1448500,,Disposal,NSE,21-Jun-23
540575,Star Cement Ltd,Promoter Group,10000,1448500,,Disposal,NSE,21-Jun-23
540575,Star Cement Ltd,Promoter Group,60000,8972241,,Disposal,NSE,17-Jun-23
540575,Star Cement Ltd,Other,50000,7326067,,Acquisition,NSE,8-Jun-23
540575,Star Cement Ltd,Promoter Group,209168,30547577,,Disposal,NSE,8-Jun-23
540575,Star Cement Ltd,Promoter Group,112560,16232087,,Disposal,NSE,8-Jun-23
540575,Star Cement Ltd,Promoter Group,112282,16192335,,Disposal,NSE,8-Jun-23
540575,Star Cement Ltd,Immediate Relative,50000,7326622,,Disposal,NSE,8-Jun-23
540575,Star Cement Ltd,Promoter Group,275000,38744314,,Disposal,NSE,6-Jun-23
540575,Star Cement Ltd,Promoter Group,275000,38750716,,Disposal,NSE,6-Jun-23
540575,Star Cement Ltd,Promoter Group,7698,1039230,,Disposal,NSE,6-Jun-23
